SRR9865413	27	gs://matrice/mag/ea/4cdb01fda6da5c7db8bec458f048f5/SRR9865413_R1.fastq	gs://matrice/mag/ea/4cdb01fda6da5c7db8bec458f048f5/SRR9865413_R2.fastq
SRR9865414	27	gs://matrice/mag/91/7b0301be164a63a99e45a36d9d4996/SRR9865414_R1.fastq	gs://matrice/mag/91/7b0301be164a63a99e45a36d9d4996/SRR9865414_R2.fastq
SRR9865415	27	gs://matrice/mag/dd/6155a257b0cb12f9ddd6a1551a2f83/SRR9865415_R1.fastq	gs://matrice/mag/dd/6155a257b0cb12f9ddd6a1551a2f83/SRR9865415_R2.fastq
SRR9865416	27	gs://matrice/mag/18/a0bb011a4b01f322d6184d088f047b/SRR9865416_R1.fastq	gs://matrice/mag/18/a0bb011a4b01f322d6184d088f047b/SRR9865416_R2.fastq
SRR9865417	42	gs://matrice/mag/c8/d9e54b0412b0d78d0ed361f7ad1441/SRR9865417_R1.fastq	gs://matrice/mag/c8/d9e54b0412b0d78d0ed361f7ad1441/SRR9865417_R2.fastq
SRR9865418	42	gs://matrice/mag/94/5dade996f1244de6beff9f428f5b9b/SRR9865418_R1.fastq	gs://matrice/mag/94/5dade996f1244de6beff9f428f5b9b/SRR9865418_R2.fastq
SRR9865419	1	gs://matrice/mag/d3/d5f9bf933fa7ca1d2a625a7cc67f38/SRR9865419_R1.fastq	gs://matrice/mag/d3/d5f9bf933fa7ca1d2a625a7cc67f38/SRR9865419_R2.fastq
SRR9865420	1	gs://matrice/mag/41/cfff52272de8aea94e7de6e3a0c9e9/SRR9865420_R1.fastq	gs://matrice/mag/41/cfff52272de8aea94e7de6e3a0c9e9/SRR9865420_R2.fastq
SRR9865421	1	gs://matrice/mag/e0/d40a24b971253a2e94563d881f9a39/SRR9865421_R1.fastq	gs://matrice/mag/e0/d40a24b971253a2e94563d881f9a39/SRR9865421_R2.fastq
SRR9865422	1	gs://matrice/mag/d8/9710517b2c7f7e76e6ab8c1122947d/SRR9865422_R1.fastq	gs://matrice/mag/d8/9710517b2c7f7e76e6ab8c1122947d/SRR9865422_R2.fastq
SRR9865423	31	gs://matrice/mag/13/97f8fb6c77ba39f79788bb0b336f56/SRR9865423_R1.fastq	gs://matrice/mag/13/97f8fb6c77ba39f79788bb0b336f56/SRR9865423_R2.fastq
SRR9865424	31	gs://matrice/mag/6a/2ac789214f34cbf3c8147a093f8013/SRR9865424_R1.fastq	gs://matrice/mag/6a/2ac789214f34cbf3c8147a093f8013/SRR9865424_R2.fastq
SRR9865425	51	gs://matrice/mag/f9/bd593d5a9ec1a9da0570ad5273c56f/SRR9865425_R1.fastq	gs://matrice/mag/f9/bd593d5a9ec1a9da0570ad5273c56f/SRR9865425_R2.fastq
SRR9865426	51	gs://matrice/mag/18/1a402c1f60272b1a53679580312342/SRR9865426_R1.fastq	gs://matrice/mag/18/1a402c1f60272b1a53679580312342/SRR9865426_R2.fastq
SRR9865427	41	gs://matrice/mag/e3/57ebaed55a9af14f82443a2069dfc1/SRR9865427_R1.fastq	gs://matrice/mag/e3/57ebaed55a9af14f82443a2069dfc1/SRR9865427_R2.fastq
SRR9865428	41	gs://matrice/mag/77/ff0392f2352a365b1123dd0b3f564d/SRR9865428_R1.fastq	gs://matrice/mag/77/ff0392f2352a365b1123dd0b3f564d/SRR9865428_R2.fastq
SRR9865429	51	gs://matrice/mag/af/2f88ac16d5f143631642b35c7e968c/SRR9865429_R1.fastq	gs://matrice/mag/af/2f88ac16d5f143631642b35c7e968c/SRR9865429_R2.fastq
SRR9865430	41	gs://matrice/mag/b5/3227ed4dde362ac06b9826378fff31/SRR9865430_R1.fastq	gs://matrice/mag/b5/3227ed4dde362ac06b9826378fff31/SRR9865430_R2.fastq
SRR9865431	41	gs://matrice/mag/81/16258c597f2fc3d5cbe0e3cd604227/SRR9865431_R1.fastq	gs://matrice/mag/81/16258c597f2fc3d5cbe0e3cd604227/SRR9865431_R2.fastq
SRR9865432	41	gs://matrice/mag/6a/f829e4ba7e49def9a6925b9ccdde7f/SRR9865432_R1.fastq	gs://matrice/mag/6a/f829e4ba7e49def9a6925b9ccdde7f/SRR9865432_R2.fastq
SRR9865433	1	gs://matrice/mag/3e/a4b7133c190636c86b8f06aef11094/SRR9865433_R1.fastq	gs://matrice/mag/3e/a4b7133c190636c86b8f06aef11094/SRR9865433_R2.fastq
SRR9865434	31	gs://matrice/mag/4a/367c0932e1dbc72cb00e5c2771cc4e/SRR9865434_R1.fastq	gs://matrice/mag/4a/367c0932e1dbc72cb00e5c2771cc4e/SRR9865434_R2.fastq
SRR9865435	50	gs://matrice/mag/df/148b51b8eae7548dbbda9de31459a5/SRR9865435_R1.fastq	gs://matrice/mag/df/148b51b8eae7548dbbda9de31459a5/SRR9865435_R2.fastq
SRR9865436	50	gs://matrice/mag/fd/a6bc889a7a4d374e5a08cb46e3aec6/SRR9865436_R1.fastq	gs://matrice/mag/fd/a6bc889a7a4d374e5a08cb46e3aec6/SRR9865436_R2.fastq
SRR9865437	46	gs://matrice/mag/7d/0ed33e961ca406ecfe15f2e83d9bd2/SRR9865437_R1.fastq	gs://matrice/mag/7d/0ed33e961ca406ecfe15f2e83d9bd2/SRR9865437_R2.fastq
SRR9865438	46	gs://matrice/mag/4b/ee291292992d651dc0b3f6bfea1a66/SRR9865438_R1.fastq	gs://matrice/mag/4b/ee291292992d651dc0b3f6bfea1a66/SRR9865438_R2.fastq
SRR9865439	46	gs://matrice/mag/71/5cc02355b3a3762e206bb3dd74f7e8/SRR9865439_R1.fastq	gs://matrice/mag/71/5cc02355b3a3762e206bb3dd74f7e8/SRR9865439_R2.fastq
SRR9865440	46	gs://matrice/mag/b1/caba1d64d6e0e71d32f1b8cd515e4f/SRR9865440_R1.fastq	gs://matrice/mag/b1/caba1d64d6e0e71d32f1b8cd515e4f/SRR9865440_R2.fastq
SRR9865441	41	gs://matrice/mag/f6/9faa054fd7c024c8d3ab14943135c4/SRR9865441_R1.fastq	gs://matrice/mag/f6/9faa054fd7c024c8d3ab14943135c4/SRR9865441_R2.fastq
SRR9865442	41	gs://matrice/mag/84/dff057c374051dfac684b7f65d30ee/SRR9865442_R1.fastq	gs://matrice/mag/84/dff057c374051dfac684b7f65d30ee/SRR9865442_R2.fastq
SRR9865443	34	gs://matrice/mag/64/922e7fd309f9eca3c2dbc97607adb2/SRR9865443_R1.fastq	gs://matrice/mag/64/922e7fd309f9eca3c2dbc97607adb2/SRR9865443_R2.fastq
SRR9865444	34	gs://matrice/mag/bf/c01a31fe2e452ce36bfa750eebf64a/SRR9865444_R1.fastq	gs://matrice/mag/bf/c01a31fe2e452ce36bfa750eebf64a/SRR9865444_R2.fastq
SRR9865445	34	gs://matrice/mag/66/5111d3a90324e0bc9f9e0d58f119ec/SRR9865445_R1.fastq	gs://matrice/mag/66/5111d3a90324e0bc9f9e0d58f119ec/SRR9865445_R2.fastq
SRR9865446	34	gs://matrice/mag/d6/53970ec3186cf5c5ee02f4a5c14160/SRR9865446_R1.fastq	gs://matrice/mag/d6/53970ec3186cf5c5ee02f4a5c14160/SRR9865446_R2.fastq
SRR9865447	19	gs://matrice/mag/2c/80d08c7ecb473772f319064493458d/SRR9865447_R1.fastq	gs://matrice/mag/2c/80d08c7ecb473772f319064493458d/SRR9865447_R2.fastq
SRR9865448	19	gs://matrice/mag/68/24e23714dba95197959c37bb437171/SRR9865448_R1.fastq	gs://matrice/mag/68/24e23714dba95197959c37bb437171/SRR9865448_R2.fastq
SRR9865449	29	gs://matrice/mag/4c/478376beeb960ffdb1d9d31be9484e/SRR9865449_R1.fastq	gs://matrice/mag/4c/478376beeb960ffdb1d9d31be9484e/SRR9865449_R2.fastq
SRR9865450	46	gs://matrice/mag/5f/a34b7866f1717dcb12a8d813c2ad9f/SRR9865450_R1.fastq	gs://matrice/mag/5f/a34b7866f1717dcb12a8d813c2ad9f/SRR9865450_R2.fastq
SRR9865451	29	gs://matrice/mag/de/e14c0d0ef17778dd5e664024a0d46b/SRR9865451_R1.fastq	gs://matrice/mag/de/e14c0d0ef17778dd5e664024a0d46b/SRR9865451_R2.fastq
SRR9865452	29	gs://matrice/mag/0a/d037220444f8a15a3737d640985c97/SRR9865452_R1.fastq	gs://matrice/mag/0a/d037220444f8a15a3737d640985c97/SRR9865452_R2.fastq
SRR9865453	5	gs://matrice/mag/08/04c3b8ce19a9f61aa59cdf92e5a040/SRR9865453_R1.fastq	gs://matrice/mag/08/04c3b8ce19a9f61aa59cdf92e5a040/SRR9865453_R2.fastq
SRR9865454	5	gs://matrice/mag/0e/a291c0f8af42d35a885088c8ac09f6/SRR9865454_R1.fastq	gs://matrice/mag/0e/a291c0f8af42d35a885088c8ac09f6/SRR9865454_R2.fastq
SRR9865455	43	gs://matrice/mag/6d/1d5fe3cdb309dfeb76cbecde7482b7/SRR9865455_R1.fastq	gs://matrice/mag/6d/1d5fe3cdb309dfeb76cbecde7482b7/SRR9865455_R2.fastq
SRR9865456	43	gs://matrice/mag/ae/8defa3d2d4f696e8b479b355cc70d2/SRR9865456_R1.fastq	gs://matrice/mag/ae/8defa3d2d4f696e8b479b355cc70d2/SRR9865456_R2.fastq
SRR9865457	19	gs://matrice/mag/28/2485e02c2561c6455c15988433e4ba/SRR9865457_R1.fastq	gs://matrice/mag/28/2485e02c2561c6455c15988433e4ba/SRR9865457_R2.fastq
SRR9865458	19	gs://matrice/mag/32/f118c295b28710f313dd6ceec0166b/SRR9865458_R1.fastq	gs://matrice/mag/32/f118c295b28710f313dd6ceec0166b/SRR9865458_R2.fastq
SRR9865459	34	gs://matrice/mag/a6/ea1eba0588448dabaa00e89af20ed1/SRR9865459_R1.fastq	gs://matrice/mag/a6/ea1eba0588448dabaa00e89af20ed1/SRR9865459_R2.fastq
SRR9865460	34	gs://matrice/mag/6b/b1341ca18ce4d42589cfef2f2a6c49/SRR9865460_R1.fastq	gs://matrice/mag/6b/b1341ca18ce4d42589cfef2f2a6c49/SRR9865460_R2.fastq
SRR9865461	45	gs://matrice/mag/73/99d5d18a0851afb7c0927b772a611f/SRR9865461_R1.fastq	gs://matrice/mag/73/99d5d18a0851afb7c0927b772a611f/SRR9865461_R2.fastq
SRR9865462	45	gs://matrice/mag/ae/b11407fb52b4ca7585a08e1ac76a0d/SRR9865462_R1.fastq	gs://matrice/mag/ae/b11407fb52b4ca7585a08e1ac76a0d/SRR9865462_R2.fastq
SRR9865463	45	gs://matrice/mag/ec/8f3dce2bfd615bbfaf12387a7d156d/SRR9865463_R1.fastq	gs://matrice/mag/ec/8f3dce2bfd615bbfaf12387a7d156d/SRR9865463_R2.fastq
SRR9865464	45	gs://matrice/mag/36/6f7363efac8d773e0aa07bcb0554ee/SRR9865464_R1.fastq	gs://matrice/mag/36/6f7363efac8d773e0aa07bcb0554ee/SRR9865464_R2.fastq
SRR9865465	54	gs://matrice/mag/bd/8aa0dfdc734358c3b14dae1b72b0c1/SRR9865465_R1.fastq	gs://matrice/mag/bd/8aa0dfdc734358c3b14dae1b72b0c1/SRR9865465_R2.fastq
SRR9865466	54	gs://matrice/mag/81/0ea5104c6dcb9959f89c07a8f1db78/SRR9865466_R1.fastq	gs://matrice/mag/81/0ea5104c6dcb9959f89c07a8f1db78/SRR9865466_R2.fastq
SRR9865467	10	gs://matrice/mag/4b/6bbe7104550bb9fc2436a67f73cb92/SRR9865467_R1.fastq	gs://matrice/mag/4b/6bbe7104550bb9fc2436a67f73cb92/SRR9865467_R2.fastq
